index,id,title,actors,director
3167,10585,Child's Play,Catherine Hicks Chris Sarandon Alex Vincent,Tom Holland
3168,2359,Sicko,Michael Moore George W. Bush Bill Clinton,Michael Moore
3169,238636,The Purge: Anarchy,Frank Grillo Carmen Ejogo Zach Gilford,James DeMonaco
3170,10472,Down to You,Freddie Prinze Jr. Julia Stiles Selma Blair,Kris Isacsson
3171,11282,Harold & Kumar Go to White Castle,John Cho Kal Penn Paula Garcés,Danny Leiner
3172,6521,The Contender,Gary Oldman Joan Allen Jeff Bridges,Rod Lurie
3173,14181,Boiler Room,Giovanni Ribisi Vin Diesel Nia Long,Ben Younger
3174,1621,Trading Places,Eddie Murphy Dan Aykroyd Jamie Lee Curtis,John Landis
3175,9656,Black Christmas,Katie Cassidy Michelle Trachtenberg Kristen Cloke,Glen Morgan
3176,16428,Breakin' All the Rules,Jamie Foxx Morris Chestnut Jennifer Esposito,Daniel Taplitz
3177,10705,Henry V,Kenneth Branagh Derek Jacobi Brian Blessed,Kenneth Branagh
3178,8272,The Savages,Laura Linney Philip Seymour Hoffman Philip Bosco,Tamara Jenkins
3179,24621,Chasing Papi,Roselyn Sánchez Sofía Vergara Jaci Velasquez,Linda Mendoza
3180,1619,The Way of the Gun,Benicio del Toro Ryan Phillippe Juliette Lewis,Christopher McQuarrie
3181,9685,Igby Goes Down,Kieran Culkin Claire Danes Jeff Goldblum,Burr Steers
3182,14425,PCU,Jeremy Piven Chris Young David Spade,Hart Bochner
3187,12621,Hamlet 2,Steve Coogan Catherine Keener Joseph Julian Soria,Andrew Fleming
3188,1808,Velvet Goldmine,Ewan McGregor Christian Bale Jonathan Rhys Meyers,Todd Haynes
3189,293670,The Wailing,Kwak Do-won Hwang Jung-min Chun Woo-hee,Na Hong-jin
3191,27329,The Legend of Suriyothai,M.L. Piyapas Bhirombhakdi Sarunyu Wongkrachang Chatchai Plengpanich,Chatrichalerm Yukol
3194,12454,All or Nothing,James Corden Timothy Spall Ruth Sheen,Mike Leigh
3202,9671,Crocodile Dundee,Paul Hogan Linda Kozlowski Mark Blum,Peter Faiman
3207,13483,Awake,Hayden Christensen Jessica Alba Terrence Howard,Joby Harold
3210,1547,The Lost Boys,Jason Patric Corey Haim Corey Feldman,Joel Schumacher
3211,25196,Crazy Heart,Jeff Bridges Maggie Gyllenhaal Colin Farrell,Scott Cooper
3214,8069,Barbarella,Jane Fonda John Phillip Law Anita Pallenberg,Roger Vadim
3216,9451,Election,Matthew Broderick Reese Witherspoon Chris Klein,Alexander Payne
3217,16727,The Namesake,Kal Penn Tabu Irrfan Khan,Mira Nair
3218,272693,The DUFF,Mae Whitman Robbie Amell Bella Thorne,Ari Sandel
3219,10696,Glitter,Mariah Carey Max Beesley Terrence Howard,Vondie Curtis-Hall
3222,29963,Bright Star,Abbie Cornish Ben Whishaw Paul Schneider,Jane Campion
3224,152747,All Is Lost,Robert Redford,J.C. Chandor
3225,62676,Limbo,Mary Elizabeth Mastrantonio David Strathairn Vanessa Martinez,John Sayles
3227,1116,The Wind That Shakes the Barley,Cillian Murphy Pádraic Delaney Liam Cunningham,Ken Loach
3229,11620,Quo Vadis,Robert Taylor Deborah Kerr Leo Genn,Mervyn LeRoy
3232,680,Pulp Fiction,John Travolta Samuel L. Jackson Uma Thurman,Quentin Tarantino
3233,11176,The Muppet Movie,Jim Henson Frank Oz Jerry Nelson,James Frawley
3234,242582,Nightcrawler,Jake Gyllenhaal Rene Russo Riz Ahmed,Dan Gilroy
3235,11217,Club Dread,Kevin Heffernan Jay Chandrasekhar Paul Soter,Jay Chandrasekhar
3236,15121,The Sound of Music,Julie Andrews Christopher Plummer Eleanor Parker,Robert Wise
3237,2619,Splash,Tom Hanks Daryl Hannah Eugene Levy,Ron Howard
3238,773,Little Miss Sunshine,Greg Kinnear Toni Collette Steve Carell,Jonathan Dayton
3239,235,Stand by Me,Wil Wheaton River Phoenix Corey Feldman,Rob Reiner
3240,170,28 Days Later,Cillian Murphy Naomie Harris Noah Huntley,Danny Boyle
3241,14114,You Got Served,Marques Houston Omarion J-Boog,Chris Stokes
3242,10734,Escape from Alcatraz,Clint Eastwood Patrick McGoohan Roberts Blossom,Don Siegel
3243,37964,Brown Sugar,Sanaa Lathan Taye Diggs Yasiin Bey,Rick Famuyiwa
3244,28121,A Thin Line Between Love and Hate,Lynn Whitfield Martin Lawrence Regina King,Martin Lawrence
3245,40807,50/50,Joseph Gordon-Levitt Seth Rogen Anna Kendrick,Jonathan Levine
3247,225565,That Awkward Moment,Zac Efron Miles Teller Michael B. Jordan,Tom Gormican
3248,16471,Modern Problems,Chevy Chase Patti D'Arbanville Dabney Coleman,Ken Shapiro
3250,11971,Much Ado About Nothing,Kenneth Branagh Richard Briers Michael Keaton,Kenneth Branagh
3251,668,On Her Majesty's Secret Service,George Lazenby Diana Rigg Telly Savalas,Peter R. Hunt
3252,11596,New Nightmare,Heather Langenkamp Robert Englund Miko Hughes,Wes Craven
3253,14429,Drive Me Crazy,Melissa Joan Hart Stephen Collins Adrian Grenier,John Schultz
3254,13751,Akeelah and the Bee,Keke Palmer Laurence Fishburne Angela Bassett,Doug Atchison
3255,9490,Half Baked,Dave Chappelle Tommy Chong Harland Williams,Tamra Davis
3257,1359,American Psycho,Christian Bale Willem Dafoe Jared Leto,Mary Harron
3258,9962,The Good Girl,Jennifer Aniston Jake Gyllenhaal Zooey Deschanel,Miguel Arteta
3260,22821,The Boondock Saints II: All Saints Day,Sean Patrick Flanery Norman Reedus Billy Connolly,Troy Duffy
3262,209263,Enough Said,Julia Louis-Dreyfus Catherine Keener James Gandolfini,Nicole Holofcener
3263,37735,Easy A,Emma Stone Stanley Tucci Amanda Bynes,Will Gluck
3264,59930,The Inkwell,Larenz Tate Joe Morton Suzzanne Douglas,Matty Rich
3265,10873,Shadow of the Vampire,John Malkovich Willem Dafoe Udo Kier,E. Elias Merhige
3267,23570,The Pallbearer,David Schwimmer Gwyneth Paltrow Michael Rapaport,Matt Reeves
3269,14629,Woman on Top,Penélope Cruz Murilo Benicio Mark Feuerstein,Fina Torres
3270,8293,Howards End,Vanessa Redgrave Helena Bonham Carter Emma Thompson,James Ivory
3271,291270,Anomalisa,David Thewlis Jennifer Jason Leigh Tom Noonan,Charlie Kaufman
3273,1958,8 Women,Catherine Deneuve Isabelle Huppert Emmanuelle Béart,François Ozon
3275,26618,Clay Pigeons,Joaquin Phoenix Vince Vaughn Janeane Garofalo,David Dobkin
3276,43923,It's Kind of a Funny Story,Keir Gilchrist Emma Roberts Zach Galifianakis,Ryan Fleck
3277,46138,Made in Dagenham,Sally Hawkins Bob Hoskins Miranda Richardson,Nigel Cole
3279,26306,Prefontaine,Jared Leto R. Lee Ermey Ed O'Neill,Steve James
3281,26963,The Secret of Kells,Evan McGuire Christen Mooney Brendan Gleeson,Tomm Moore
3282,198277,Begin Again,Mark Ruffalo Keira Knightley Adam Levine,John Carney
3283,7870,Down in the Valley,Edward Norton Evan Rachel Wood David Morse,David Jacobson
3288,10288,Fido,Billy Connolly Carrie-Anne Moss Dylan Baker,Andrew Currie
3291,12192,Pathology,Milo Ventimiglia Alyssa Milano Michael Weston,Marc Schölermann
3293,13197,10th & Wolf,James Marsden Brian Dennehy Leo Rossi,Robert Moresco
3294,10913,Dear Wendy,Jamie Bell Bill Pullman Michael Angarano,Thomas Vinterberg
3296,149,Akira,Mitsuo Iwata Nozomu Sasaki Mami Koyama,Katsuhiro Ōtomo
3299,256687,Swelter,Jean-Claude Van Damme Brad Carter Josh Henderson,Keith Parmer
3301,1544,Imagine Me & You,Piper Perabo Lena Headey Matthew Goode,Ol Parker
3303,302,Swimming Pool,Charlotte Rampling Ludivine Sagnier Charles Dance,François Ozon
3305,21512,The Blood of Heroes,Rutger Hauer Joan Chen Delroy Lindo,David Webb Peoples
3307,403,Driving Miss Daisy,Morgan Freeman Jessica Tandy Dan Aykroyd,Bruce Beresford
3308,29461,Soul Food,Vivica A. Fox Nia Long Michael Beach,"George Tillman, Jr."
3309,33542,Rumble in the Bronx,Jackie Chan Anita Mui Françoise Yip,Stanley Tong
3311,9388,Thank You for Smoking,Aaron Eckhart Maria Bello Cameron Bright,Jason Reitman
3312,1691,Hostel: Part II,Lauren German Bijou Phillips Heather Matarazzo,Eli Roth
3313,24684,An Education,Carey Mulligan Olivia Williams Peter Sarsgaard,Lone Scherfig
3314,2610,Shopgirl,Steve Martin Claire Danes Jason Schwartzman,Anand Tucker
3316,11022,Narc,Jason Patric Ray Liotta Chi McBride,Joe Carnahan
3317,34341,Men with Brooms,Paul Gross Molly Parker Leslie Nielsen,Paul Gross
3320,12569,Extract,Jason Bateman Mila Kunis Kristen Wiig,Mike Judge
3321,24356,Masked and Anonymous,Bob Dylan Jeff Bridges Penélope Cruz,Larry Charles
3322,55903,Betty Fisher and Other Stories,Sandrine Kiberlain Nicole Garcia Mathilde Seigner,Claude Miller
3323,2577,Code 46,Tim Robbins Samantha Morton Nabil Elouahabi,Michael Winterbottom
3328,2011,Persepolis,Chiara Mastroianni Danielle Darrieux Catherine Deneuve,Vincent Paronnaud
3330,7735,The Wave,Jürgen Vogel Frederick Lau Max Riemelt,Dennis Gansel
3331,301365,The Neon Demon,Elle Fanning Karl Glusman Jena Malone,Nicolas Winding Refn
3332,25941,Harry Brown,Michael Caine Emily Mortimer Iain Glen,Daniel Barber
3333,29064,The Omega Code,Casper Van Dien Michael York Catherine Oxenberg,Robert Marcarelli
3334,7326,Juno,Ellen Page Michael Cera Jennifer Garner,Jason Reitman
3336,681,Diamonds Are Forever,Sean Connery Jill St. John Charles Gray,Guy Hamilton
3337,238,The Godfather,Marlon Brando Al Pacino James Caan,Francis Ford Coppola
3338,535,Flashdance,Jennifer Beals Michael Nouri Lilia Skala,Adrian Lyne
3339,19913,(500) Days of Summer,Joseph Gordon-Levitt Zooey Deschanel Chloë Grace Moretz,Marc Webb
3340,713,The Piano,Holly Hunter Harvey Keitel Sam Neill,Jane Campion
3341,77930,Magic Mike,Channing Tatum Matthew McConaughey Alex Pettyfer,Steven Soderbergh
3342,10727,Darkness Falls,Chaney Kley Emma Caulfield Lee Cormie,Jonathan Liebesman
3343,253,Live and Let Die,Roger Moore Yaphet Kotto Jane Seymour,Guy Hamilton
3344,17908,My Dog Skip,Frankie Muniz Diane Lane Kevin Bacon,Jay Russell
3345,8390,"Definitely, Maybe",Ryan Reynolds Abigail Breslin Elizabeth Banks,Adam Brooks
3347,3291,"Good Night, and Good Luck.",David Strathairn Jeff Daniels Alex Borstein,George Clooney
3348,398,Capote,Philip Seymour Hoffman Allie Mickelson Craig Archibald,Bennett Miller
3349,8068,Desperado,Antonio Banderas Salma Hayek Joaquim de Almeida,Robert Rodriguez
3350,10803,Logan's Run,Michael York Richard Jordan Jenny Agutter,Michael Anderson
3351,682,The Man with the Golden Gun,Roger Moore Christopher Lee Britt Ekland,Guy Hamilton
3352,10117,Action Jackson,Carl Weathers Craig T. Nelson Vanity,Craig R. Baxley
3353,9392,The Descent,Shauna Macdonald Natalie Mendoza Alex Reid,Neil Marshall
3354,24977,Michael Jordan to the Max,Michael Jordan Phil Jackson Bob Costas,James D. Stern
3356,2074,Flirting with Disaster,Ben Stiller Patricia Arquette Téa Leoni,David O. Russell
3357,1696,The Devil's Rejects,Sid Haig Bill Moseley Sheri Moon Zombie,Rob Zombie
3358,308639,Dope,Shameik Moore Kiersey Clemons Tony Revolori,Rick Famuyiwa
3359,22314,In Too Deep,Omar Epps LL Cool J Nia Long,Michael Rymer
3360,2662,House of 1000 Corpses,Sid Haig Bill Moseley Sheri Moon Zombie,Rob Zombie
3362,12573,A Serious Man,Michael Stuhlbarg Richard Kind Fred Melamed,Joel Coen
3363,44718,Get Low,Bill Murray Sissy Spacek Robert Duvall,Aaron Schneider
3366,34653,A Single Man,Colin Firth Julianne Moore Nicholas Hoult,Tom Ford
3367,11051,The Last Temptation of Christ,Willem Dafoe Harvey Keitel Barbara Hershey,Martin Scorsese
3368,14578,Outside Providence,Shawn Hatosy Amy Smart Alec Baldwin,Michael Corrente
3369,57825,Bride & Prejudice,Aishwarya Rai Bachchan Martin Henderson Naveen Andrews,Gurinder Chadha
3370,9555,Rabbit-Proof Fence,Everlyn Sampi Tianna Sansbury Laura Monaghan,Phillip Noyce
3375,12400,Redbelt,Chiwetel Ejiofor Tim Allen Alice Braga,David Mamet
3376,39053,Cyrus,John C. Reilly Jonah Hill Marisa Tomei,Jay Duplass
3378,14112,Auto Focus,Greg Kinnear Willem Dafoe Rita Wilson,Paul Schrader
3379,12271,Factory Girl,Sienna Miller Guy Pearce Hayden Christensen,George Hickenlooper
3380,71859,We Need to Talk About Kevin,John C. Reilly Tilda Swinton Ezra Miller,Lynne Ramsay
3383,33676,Losin' It,Tom Cruise Jackie Earle Haley John Stockwell,Curtis Hanson
3386,11687,The Visitors,Jean Reno Valérie Lemercier Christian Clavier,Jean-Marie Poiré
3387,39210,Somewhere,Stephen Dorff Chris Pontius Erin Wasson,Sofia Coppola
3389,31535,Chairman of the Board,Scott 'Carrot Top' Thompson Courtney Thorne-Smith Larry Miller,Alex Zamm
3390,44835,Hesher,Joseph Gordon-Levitt Natalie Portman Rainn Wilson,Spencer Susser
3392,1956,Gerry,Casey Affleck Matt Damon,Gus Van Sant
3399,8374,The Boondock Saints,Willem Dafoe Norman Reedus Sean Patrick Flanery,Troy Duffy
3404,8879,Pale Rider,Clint Eastwood Michael Moriarty Carrie Snodgress,Clint Eastwood
3406,9571,Dazed and Confused,Jason London Rory Cochrane Wiley Wiggins,Richard Linklater
3407,13649,High School Musical 2,Zac Efron Vanessa Hudgens Ashley Tisdale,Kenny Ortega
3411,13919,The Chumscrubber,Jamie Bell Camilla Belle Justin Chatwin,Arie Posin
3413,82505,House at the End of the Street,Jennifer Lawrence Max Thieriot Elisabeth Shue,Mark Tonderai
3414,46738,Incendies,Lubna Azabal Mélissa Désormeaux-Poulin Maxim Gaudette,Denis Villeneuve
3415,38970,"Remember Me, My Love",Fabrizio Bentivoglio Laura Morante Monica Bellucci,Gabriele Muccino
3417,7347,Elite Squad,Wagner Moura Caio Junqueira André Ramiro,José Padilha
3418,250546,Annabelle,Annabelle Wallis Ward Horton Tony Amendola,John R. Leonetti
3420,650,Boyz n the Hood,Laurence Fishburne Cuba Gooding Jr. Ice Cube,John Singleton
3421,16620,La Bamba,Lou Diamond Phillips Danielle von Zerneck Elizabeth Peña,Luis Valdez
3422,25113,The Four Seasons,Alan Alda Carol Burnett Len Cariou,Alan Alda
3423,11033,Dressed to Kill,Michael Caine Angie Dickinson Nancy Allen,Brian De Palma
3424,34723,The Adventures of Huck Finn,Elijah Wood Courtney B. Vance Robbie Coltrane,Stephen Sommers
3425,9430,Go,Sarah Polley Katie Holmes Jay Mohr,Doug Liman
3426,8998,Friends with Money,Catherine Keener Jason Isaacs Timm Sharp,Nicole Holofcener
3427,10514,The Andromeda Strain,Arthur Hill David Wayne James Olson,Robert Wise
3428,10496,Bats,Lou Diamond Phillips Dina Meyer Bob Gunton,Louis Morneau
3429,1591,Nowhere in Africa,Juliane Köhler Merab Ninidze Sidede Onyulo,Caroline Link
3430,76025,Shame,Michael Fassbender Carey Mulligan James Badge Dale,Steve McQueen
3431,4836,Layer Cake,Daniel Craig Tom Hardy Colm Meaney,Matthew Vaughn
3434,18923,A Home at the End of the World,Colin Farrell Dallas Roberts Robin Wright,Michael Mayer
3436,28089,The Messenger,Ben Foster Woody Harrelson Jena Malone,Oren Moverman
3438,5708,Control,Sam Riley Samantha Morton Alexandra Maria Lara,Anton Corbijn
3439,218,The Terminator,Arnold Schwarzenegger Michael Biehn Linda Hamilton,James Cameron
3440,338,"Good bye, Lenin!",Daniel Brühl Katrin Sass Chulpan Khamatova,Wolfgang Becker
3441,21641,The Damned United,Michael Sheen Timothy Spall Colm Meaney,Tom Hooper
3442,10925,The Return of the Living Dead,Clu Gulager James Karen Don Calfa,Dan O'Bannon
3443,2293,Mallrats,Jason Lee Jeremy London Shannen Doherty,Kevin Smith
3444,621,Grease,John Travolta Olivia Newton-John Stockard Channing,Randal Kleiser
3445,792,Platoon,Tom Berenger Charlie Sheen Willem Dafoe,Oliver Stone
3446,1777,Fahrenheit 9/11,Robert De Niro Michael Moore George W. Bush,Michael Moore
3447,642,Butch Cassidy and the Sundance Kid,Paul Newman Robert Redford Katharine Ross,George Roy Hill
3448,433,Mary Poppins,Julie Andrews Dick Van Dyke David Tomlinson,Robert Stevenson
3449,16619,Ordinary People,Donald Sutherland Mary Tyler Moore Judd Hirsch,Robert Redford
3450,1725,West Side Story,Natalie Wood Richard Beymer Russ Tamblyn,Robert Wise
3451,11977,Caddyshack,Chevy Chase Rodney Dangerfield Ted Knight,Harold Ramis
3454,629,The Usual Suspects,Stephen Baldwin Gabriel Byrne Chazz Palminteri,Bryan Singer
3455,10160,A Nightmare on Elm Street 5: The Dream Child,Robert Englund Lisa Wilcox Erika Anderson,Stephen Hopkins
3456,11452,National Lampoon’s Van Wilder,Ryan Reynolds Tara Reid Tim Matheson,Walt Becker
3457,12163,The Wrestler,Mickey Rourke Marisa Tomei Evan Rachel Wood,Darren Aronofsky
3458,32275,Duel in the Sun,Jennifer Jones Joseph Cotten Gregory Peck,King Vidor
3459,13785,Best in Show,Jay Brazeau Parker Posey Michael Hitchcock,Christopher Guest
3460,1103,Escape from New York,Kurt Russell Lee Van Cleef Ernest Borgnine,John Carpenter
3461,36739,School Daze,Samuel L. Jackson Laurence Fishburne Giancarlo Esposito,Spike Lee
3462,14144,Daddy Day Camp,Cuba Gooding Jr. Tamala Jones Paul Rae,Fred Savage
3463,10622,Mr. Nice Guy,Jackie Chan Richard Norton Miki Lee,Sammo Hung
3464,13370,A Mighty Wind,Bob Balaban Christopher Guest John Michael Higgins,Christopher Guest
3465,11191,Mystic Pizza,Annabeth Gish Julia Roberts Lili Taylor,Donald Petrie
3466,10215,Sliding Doors,Gwyneth Paltrow John Hannah John Lynch,Peter Howitt
3467,25066,Tales from the Hood,Clarence Williams III Corbin Bernsen David Alan Grier,Rusty Cundieff
3468,1523,The Last King of Scotland,Forest Whitaker James McAvoy Simon McBurney,Kevin Macdonald
3469,11361,Halloween 5: The Revenge of Michael Myers,Donald Pleasence Danielle Harris Ellie Cornell,Dominique Othenin-Girard
3470,92591,Bernie,Jack Black Shirley MacLaine Matthew McConaughey,Richard Linklater
3472,12509,Pollock,Ed Harris Marcia Gay Harden Tom Bower,Ed Harris
3473,15256,200 Cigarettes,Ben Affleck Casey Affleck Dave Chappelle,Risa Bramon Garcia
3474,83686,The Words,Bradley Cooper Zoe Saldana Jeremy Irons,Brian Klugman
3476,28053,City Island,Andy García Julianna Margulies Steven Strait,Raymond De Felitta
3477,67913,The Guard,Brendan Gleeson Don Cheadle Liam Cunningham,John Michael McDonagh
3479,1443,The Virgin Suicides,James Woods Kathleen Turner Kirsten Dunst,Sofia Coppola
3480,8545,Little Voice,Brenda Blethyn Michael Caine Ewan McGregor,Mark Herman
3481,19556,Miss March,Zach Cregger Trevor Moore Raquel Alessi,Zach Cregger
3483,16172,Simply Irresistible,Sarah Michelle Gellar Sean Patrick Flanery Dylan Baker,Mark Tarlov
3484,13403,Hedwig and the Angry Inch,John Cameron Mitchell Miriam Shor Stephen Trask,John Cameron Mitchell
3485,15797,Only the Strong,Mark Dacascos Geoffrey Lewis Stacey Travis,Sheldon Lettich
3487,13537,Shattered Glass,Hayden Christensen Peter Sarsgaard Chloë Sevigny,Billy Ray
3488,20794,Novocaine,Chelcie Ross Steve Martin Laura Dern,David Atkins
3489,31064,The Business of Strangers,Julia Stiles Stockard Channing Frederick Weller,Patrick Stettner
3490,576,The Wild Bunch,William Holden Ernest Borgnine Robert Ryan,Sam Peckinpah
3491,13990,The Wackness,Ben Kingsley Famke Janssen Josh Peck,Jonathan Levine
3492,11583,The First Great Train Robbery,Sean Connery Donald Sutherland Lesley-Anne Down,Michael Crichton
3493,18602,Morvern Callar,Samantha Morton Kathleen McDermott James Wilson,Lynne Ramsay
3500,35944,Lucky Break,James Nesbitt Olivia Williams Timothy Spall,Peter Cattaneo
3501,42222,Julia,Jane Fonda Vanessa Redgrave Jason Robards,Fred Zinnemann
3504,9282,11:14,Henry Thomas Blake Heron Barbara Hershey,Greg Marcks
3507,97614,Deadfall,Eric Bana Olivia Wilde Charlie Hunnam,Stefan Ruzowitzky
3510,183894,Emma,Romola Garai Michael Gambon Jonny Lee Miller,Jim O'Hanlon
3511,837,Videodrome,James Woods Sonja Smits Deborah Harry,David Cronenberg
3512,1555,The Spanish Apartment,Romain Duris Audrey Tautou Kelly Reilly,Cédric Klapisch
3518,8982,The Protector,Tony Jaa Petchtai Wongkamlao Bongkoj Khongmalai,Prachya Pinkaew
3520,455,Bend It Like Beckham,Parminder Nagra Keira Knightley Jonathan Rhys Meyers,Gurinder Chadha
3521,57022,Sunshine State,Alan King Angela Bassett Timothy Hutton,John Sayles
3524,10664,[REC]²,Manuela Velasco Ferran Terraza Claudia Silva,Jaume Balagueró
3526,9277,The Sting,Paul Newman Robert Redford Robert Shaw,George Roy Hill
3527,9443,Chariots of Fire,Ben Cross Ian Charleson Cheryl Campbell,Hugh Hudson
3528,16186,Diary of a Mad Black Woman,Kimberly Elise Steve Harris Tyler Perry,Darren Grant
3529,7863,Shine,Geoffrey Rush Noah Taylor Armin Mueller-Stahl,Scott Hicks
3530,138697,Don Jon,Joseph Gordon-Levitt Scarlett Johansson Julianne Moore,Joseph Gordon-Levitt
3531,11901,High Plains Drifter,Clint Eastwood Verna Bloom Marianna Hill,Clint Eastwood
3532,1548,Ghost World,Thora Birch Scarlett Johansson Steve Buscemi,Terry Zwigoff
3533,11889,Iris,Judi Dench Jim Broadbent Kate Winslet,Richard Eyre
3535,5528,The Chorus,Gérard Jugnot François Berléand Kad Merad,Christophe Barratier
3536,321,Mambo Italiano,Luke Kirby Ginette Reno Paul Sorvino,Émile Gaudreault
3537,4997,Wonderland,Val Kilmer Dylan McDermott Kate Bosworth,James Cox
3538,925,Do the Right Thing,Danny Aiello Ossie Davis Ruby Dee,Spike Lee
3539,27451,Harvard Man,Sarah Michelle Gellar Adrian Grenier Joey Lauren Adams,James Toback
3541,979,Irreversible,Monica Bellucci Vincent Cassel Albert Dupontel,Gaspar Noé
3545,51995,Salvation Boulevard,Jennifer Connelly Marisa Tomei Pierce Brosnan,George Ratliff
3546,13173,The Ten,Paul Rudd Adam Brody Jon Hamm,David Wain
3547,22908,A Room for Romeo Brass,Paddy Considine Andrew Shim Frank Harper,Shane Meadows
3548,70670,Headhunters,Aksel Hennie Nikolaj Coster-Waldau Synnøve Macody Lund,Morten Tyldum
3549,84204,Grabbers,Richard Coyle Ruth Bradley Russell Tovey,Jon Wright
3550,25248,Saint Ralph,Adam Butcher Campbell Scott Michael Kanev,Michael McGowan
3552,16633,Somewhere in Time,Christopher Reeve Jane Seymour Christopher Plummer,Jeannot Szwarc
3554,91586,Insidious: Chapter 2,Patrick Wilson Rose Byrne Ty Simpkins,James Wan
3555,215,Saw II,Tobin Bell Shawnee Smith Donnie Wahlberg,Darren Lynn Bousman
3556,333371,10 Cloverfield Lane,Mary Elizabeth Winstead John Goodman John Gallagher Jr.,Dan Trachtenberg
3557,9012,Jackass: The Movie,Johnny Knoxville Bam Margera Steve-O,Jeff Tremaine
3558,345911,Lights Out,Teresa Palmer Maria Bello Gabriel Bateman,David F. Sandberg
3559,72571,Paranormal Activity 3,Katie Featherston Sprague Grayden Lauren Bittner,Henry Joost
3561,10072,A Nightmare on Elm Street 3: Dream Warriors,Robert Englund Patricia Arquette Heather Langenkamp,Chuck Russell
3563,82990,Paranormal Activity 4,Katie Featherston Kathryn Newton Matt Shively,Henry Joost
3565,11843,The Return of the Pink Panther,Peter Sellers Christopher Plummer Herbert Lom,Blake Edwards
3566,11284,Freddy's Dead: The Final Nightmare,Robert Englund Lisa Zane Shon Greenblatt,Rachel Talalay
3567,504,Monster,Charlize Theron Christina Ricci Bruce Dern,Patty Jenkins
3568,173,"20,000 Leagues Under the Sea",Kirk Douglas James Mason Paul Lukas,Richard Fleischer
3570,1955,The Elephant Man,Anthony Hopkins John Hurt Anne Bancroft,David Lynch
3571,152532,Dallas Buyers Club,Matthew McConaughey Jennifer Garner Jared Leto,Jean-Marc Vallée
3573,77,Memento,Guy Pearce Carrie-Anne Moss Joe Pantoliano,Christopher Nolan
3574,157547,Oculus,Karen Gillan Brenton Thwaites Katee Sackhoff,Mike Flanagan
3575,2295,Clerks II,Brian O'Halloran Jeff Anderson Jason Mewes,Kevin Smith
3576,71,Billy Elliot,Jamie Bell Julie Walters Jean Heywood,Stephen Daldry
3577,147773,The Way Way Back,Liam James Steve Carell Toni Collette,Nat Faxon
3578,16096,House Party 2,Martin Lawrence Christopher Martin Christopher Reid,Doug McHenry
3579,24266,The Man from Snowy River,Tom Burlinson Terence Donovan Kirk Douglas,George T. Miller
3580,16508,Doug's 1st Movie,Thomas McHugh Fred Newman Chris Phillips,Maurice Joyce
3581,2895,The Apostle,Robert Duvall Billy Bob Thornton June Carter Cash,Robert Duvall
3582,15660,Mommie Dearest,Faye Dunaway Diana Scarwid Steve Forrest,Frank Perry
3583,59968,Our Idiot Brother,Paul Rudd Elizabeth Banks Zooey Deschanel,Jesse Peretz
3584,323677,Race,Stephan James Jason Sudeikis Carice van Houten,Stephen Hopkins
3585,19848,The Players Club,LisaRaye McCoy Dick Anthony Williams Judyann Elder,Ice Cube
3586,256274,"As Above, So Below",Perdita Weeks Ben Feldman Edwin Hodge,John Erick Dowdle
3588,45153,Eve's Bayou,Jurnee Smollett Meagan Good Lynn Whitfield,Kasi Lemmons
3589,284293,Still Alice,Julianne Moore Alec Baldwin Kristen Stewart,Richard Glatzer
3591,21610,Nighthawks,Sylvester Stallone Rutger Hauer Billy Dee Williams,Bruce Malmuth
3592,10283,Friday the 13th Part VIII: Jason Takes Manhattan,Kane Hodder Jensen Daggett Scott Reeves,Rob Hedden
3593,8346,My Big Fat Greek Wedding,Nia Vardalos John Corbett Lainie Kazan,Joel Zwick
3595,10987,Halloween: The Curse of Michael Myers,Donald Pleasence Paul Rudd Marianne Hagan,Joe Chappelle
3596,1391,Y Tu Mamá También,Gael García Bernal Diego Luna Maribel Verdú,Alfonso Cuarón
3597,747,Shaun of the Dead,Simon Pegg Nick Frost Kate Ashfield,Edgar Wright
3599,26748,Lone Star,Chris Cooper Matthew McConaughey Elizabeth Peña,John Sayles
3600,11357,Halloween 4: The Return of Michael Myers,Donald Pleasence Ellie Cornell Danielle Harris,Dwight H. Little
3601,24913,April Fool's Day,Deborah Foreman Thomas F. Wilson Lloyd Berry,Fred Walton
3602,13776,Diner,Steve Guttenberg Daniel Stern Mickey Rourke,Barry Levinson
3604,50357,Apollo 18,Ryan Robbins Warren Christie Lloyd Owen,Gonzalo López-Gallego
3605,13090,Sunshine Cleaning,Amy Adams Emily Blunt Alan Arkin,Christine Jeffs
3607,16441,The Beastmaster,Marc Singer Tanya Roberts Rip Torn,Don Coscarelli
3611,22649,A Farewell to Arms,Helen Hayes Gary Cooper Adolphe Menjou,Frank Borzage
3613,20455,Digimon: The Movie,Lara Jill Miller Joshua Seth Bob Papenbrook,Mamoru Hosoda
3614,13193,Saved!,Jena Malone Mandy Moore Macaulay Culkin,Brian Dannelly
3615,11042,The Barbarian Invasions,Rémy Girard Stéphane Rousseau Marie-Josée Croze,Denys Arcand
3616,10786,Robin and Marian,Sean Connery Audrey Hepburn Robert Shaw,Richard Lester
3618,17339,Force 10 from Navarone,Harrison Ford Robert Shaw Barbara Bach,Guy Hamilton
3619,11959,UHF,"""Weird Al"" Yankovic Victoria Jackson Michael Richards",Jay Levey
